epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
1,1334.15,1.10963,4.92162,1.44332,0.27615,0.23242,0.12055,0.09198,0.91405,3.44524,1.426,0.000368875,0.000122958,0.000368875,0.000122958,0.000368875,0.000122958,0.000368875,0.000122958
2,3006.13,0.89538,3.56738,1.27014,0.36562,0.34038,0.29168,0.23033,0.84741,2.28789,1.32425,0.000373132,0.000124377,0.000373132,0.000124377,0.000373132,0.000124377,0.000373132,0.000124377
